,Unnamed: 0,ST_CASE,VE_FORMS,HOUR,MINUTE,LATITUDE,LONGITUDE,YEAR,STATE,COUNTY,FATALS,LAT,LON,CRASH_TIME,VAR8C,VAR9C,VAR10C,VAR11C,VAR12C,VAR15C,VAR22C,VAR23C,VAR24C,VAR25C,VAR28C,PED_PEDAL,YOUNG_OLD,SZ_STATE,SZ_STATE_CZ_COUNTY,VAR1,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR15,VAR16,VAR17,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,STANAME,CNTYNAME,LCSTANAME,GEOHASH
237,29475,540177,1,7:00pm-7:59pm,20,39.69715,-79.54298889,2011,54,77,1,39.69715,-79.54298889,7:20 PM,No,No,No,Yes,No,Yes,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,July,No,Pedestrian,No,54,54077,1,1,2,2,2,1,2,1,1,2,2,2,3,1,2,7,19,1,2,WEST VIRGINIA,Preston County,West Virginia,dpp3vfws
238,29476,540185,1,6:00pm-6:59pm,40,39.62638333,-79.55427778,2011,54,77,1,39.62638333,-79.55427778,6:40 PM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54077,1,1,2,1,1,1,2,2,2,2,2,2,3,1,2,6,18,1,2,WEST VIRGINIA,Preston County,West Virginia,dpp3mty2
239,29477,540029,1,3:00am-3:59am,4,38.43934722,-81.83003333,2011,54,79,1,38.43934722,-81.83003333,3:04 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,February,Yes,No,No,54,54079,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,1,1,WEST VIRGINIA,Putnam County,West Virginia,dnvf9vtj
240,29478,540127,2,8:00pm-8:59pm,0,38.40618611,-82.011825,2011,54,79,1,38.40618611,-82.011825,8:00 PM,No,Yes,No,Yes,No,Yes,Yes,Head-On,Weekday,June,No,No,No,54,54079,1,2,2,1,2,1,2,1,2,2,2,2,1,3,1,6,20,2,2,WEST VIRGINIA,Putnam County,West Virginia,dnvdmz8u
241,29479,540215,2,9:00pm-9:59pm,13,38.53380833,-81.89723333,2011,54,79,1,38.53380833,-81.89723333,9:13 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,September,No,No,Young Driver,54,54079,1,2,2,2,2,1,2,2,2,2,1,2,3,3,1,9,21,2,2,WEST VIRGINIA,Putnam County,West Virginia,dnvg0qu7
242,29480,540224,1,6:00pm-6:59pm,21,38.55479444,-81.75516389,2011,54,79,1,38.55479444,-81.75516389,6:21 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54079,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,9,18,1,2,WEST VIRGINIA,Putnam County,West Virginia,dnvg7det
243,29481,540280,1,8:00pm-8:59pm,4,38.44863333,-81.90669167,2011,54,79,1,38.44863333,-81.90669167,8:04 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,Pedestrian,No,54,54079,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,11,20,1,2,WEST VIRGINIA,Putnam County,West Virginia,dnvf8pm7
244,29482,540028,2,8:00pm-8:59pm,44,37.78123056,-80.95559167,2011,54,81,2,37.78123056,-80.95559167,8:44 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,February,Yes,No,Older Driver,54,54081,1,2,2,2,2,1,2,2,2,2,2,1,3,1,1,2,20,2,1,WEST VIRGINIA,Raleigh County,West Virginia,dnwqvvcg
245,29483,540057,2,9:00pm-9:59pm,40,37.76118056,-81.29638333,2011,54,81,1,37.76118056,-81.29638333,9:40 PM,No,Yes,Yes,Yes,No,No,Yes,Head-On,Weekend,April,No,No,Young Driver,54,54081,1,2,2,1,1,1,2,2,2,2,1,2,1,3,2,4,21,2,2,WEST VIRGINIA,Raleigh County,West Virginia,dnwny41y
246,29484,540062,2,8:00am-8:59am,30,37.79377778,-81.17507222,2011,54,81,1,37.79377778,-81.17507222,8:30 AM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,April,No,No,No,54,54081,1,2,2,2,2,1,2,2,2,2,2,2,3,3,1,4,8,2,2,WEST VIRGINIA,Raleigh County,West Virginia,dnwr0b4h
247,29485,540114,3,12:00pm-12:59pm,56,37.767425,-81.19608889,2011,54,81,1,37.767425,-81.19608889,12:56 PM,No,No,Yes,No,Yes,No,Unknown,Rear-End,Weekday,May,No,No,Older Driver,54,54081,1,3,2,2,1,2,1,2,2,2,2,1,3,2,1,5,12,3,2,WEST VIRGINIA,Raleigh County,West Virginia,dnwqb76g
248,29486,540121,1,1:00pm-1:59pm,12,37.76587222,-81.13333333,2011,54,81,2,37.76587222,-81.13333333,1:12 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekday,June,Yes,No,Older Driver,54,54081,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,6,13,1,1,WEST VIRGINIA,Raleigh County,West Virginia,dnwqcg0d
249,29487,540152,1,3:00am-3:59am,30,37.64536389,-81.11120278,2011,54,81,1,37.64536389,-81.11120278,3:30 AM,Yes,No,No,No,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,Yes,No,No,54,54081,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,6,3,1,1,WEST VIRGINIA,Raleigh County,West Virginia,dnwq4m0s
250,29488,540193,1,7:00pm-7:59pm,0,37.76318333,-81.41426944,2011,54,81,1,37.76318333,-81.41426944,7:00 PM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,August,No,No,No,54,54081,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,8,19,1,2,WEST VIRGINIA,Raleigh County,West Virginia,dnwng6ef
251,29489,540211,1,8:00pm-8:59pm,5,37.82964167,-81.40185,2011,54,81,1,37.82964167,-81.40185,8:05 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,August,No,No,No,54,54081,1,1,2,2,2,1,2,2,2,2,2,2,3,1,2,8,20,1,2,WEST VIRGINIA,Raleigh County,West Virginia,dnwp5wsv
252,29490,540252,3,8:00pm-8:59pm,10,37.74013889,-81.11563611,2011,54,81,1,37.74013889,-81.11563611,8:10 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,October,No,No,No,54,54081,1,3,2,2,2,1,2,2,2,2,2,2,3,3,1,10,20,3,2,WEST VIRGINIA,Raleigh County,West Virginia,dnwqdnmk
253,29491,540269,1,4:00pm-4:59pm,14,37.65482222,-81.0957,2011,54,81,1,37.65482222,-81.0957,4:14 PM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,Older Driver,54,54081,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,10,16,1,2,WEST VIRGINIA,Raleigh County,West Virginia,dnwq4wgg
254,29492,540124,1,5:00pm-5:59pm,18,38.79637222,-80.03033611,2011,54,83,1,38.79637222,-80.03033611,5:18 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54083,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,6,17,1,2,WEST VIRGINIA,Randolph County,West Virginia,dnzhdyet
255,29493,540165,1,7:00am-7:59am,30,38.94629167,-79.85625,2011,54,83,1,38.94629167,-79.85625,7:30 AM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,No,54,54083,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,7,7,1,2,WEST VIRGINIA,Randolph County,West Virginia,dnzjwcfq
256,29494,540181,2,5:00am-5:59am,0,38.94471944,-79.95443889,2011,54,83,1,38.94471944,-79.95443889,5:00 AM,Yes,No,No,No,Yes,No,Unknown,Angle,Weekday,July,No,No,Young Driver,54,54083,1,2,1,2,2,2,1,2,2,2,1,2,3,4,1,7,5,2,2,WEST VIRGINIA,Randolph County,West Virginia,dnzjs9dv
257,29495,540241,2,10:00am-10:59am,19,38.94649167,-79.856425,2011,54,83,1,38.94649167,-79.856425,10:19 AM,No,No,Yes,No,No,No,Unknown,Sideswipe,Weekday,October,No,No,No,54,54083,1,2,2,2,1,2,2,2,2,2,2,2,3,5,1,10,10,2,2,WEST VIRGINIA,Randolph County,West Virginia,dnzjwcfr
258,29496,540255,1,11:00am-11:59am,0,38.90873056,-79.50057222,2011,54,83,1,38.90873056,-79.50057222,11:00 AM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,Older Driver,54,54083,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,10,11,1,2,WEST VIRGINIA,Randolph County,West Virginia,dnzmqgj7
259,29497,540278,2,12:00pm-12:59pm,28,38.80573611,-79.8856,2011,54,83,1,38.80573611,-79.8856,12:28 PM,No,No,No,No,No,No,Unknown,Other,Weekend,November,No,No,No,54,54083,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,11,12,2,2,WEST VIRGINIA,Randolph County,West Virginia,dnzhy0m5
260,29498,540313,2,2:00pm-2:59pm,50,39.05903056,-79.81283889,2011,54,83,1,39.05903056,-79.81283889,2:50 PM,Yes,No,No,Yes,No,No,Unknown,Head-On,Weekday,December,No,No,No,54,54083,1,2,1,2,2,1,2,2,2,2,2,2,3,3,1,12,14,2,2,WEST VIRGINIA,Randolph County,West Virginia,dnznpy6p
261,29499,540130,2,1:00pm-1:59pm,40,39.26116667,-81.14364722,2011,54,85,1,39.26116667,-81.14364722,1:40 PM,Yes,No,No,No,No,No,Unknown,Rear-End,Weekday,June,No,No,No,54,54085,1,2,1,2,2,2,2,2,2,2,2,2,3,2,1,6,13,2,2,WEST VIRGINIA,Ritchie County,West Virginia,dnyr3e2b
262,29500,540239,2,11:00am-11:59am,17,39.27192222,-80.95788611,2011,54,85,1,39.27192222,-80.95788611,11:17 AM,No,No,No,No,Yes,No,Unknown,Angle,Weekend,October,No,No,No,54,54085,1,2,2,2,2,2,1,2,2,2,2,2,3,4,2,10,11,2,2,WEST VIRGINIA,Ritchie County,West Virginia,dnyrmv0r
263,29501,540253,1,9:00am-9:59am,20,39.09306389,-81.025675,2011,54,85,1,39.09306389,-81.025675,9:20 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,Older Driver,54,54085,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,10,9,1,2,WEST VIRGINIA,Ritchie County,West Virginia,dnyqkhwv
264,29502,540187,2,12:00pm-12:59pm,45,38.78620556,-81.35066944,2011,54,87,1,38.78620556,-81.35066944,12:45 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,August,No,No,No,54,54087,1,2,2,2,2,1,2,2,2,2,2,2,3,3,1,8,12,2,2,WEST VIRGINIA,Roane County,West Virginia,dnyhsuf6
265,29503,540042,1,1:00am-1:59am,39,37.65107222,-80.76358889,2011,54,89,1,37.65107222,-80.76358889,1:39 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,March,No,No,No,54,54089,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,3,1,1,2,WEST VIRGINIA,Summers County,West Virginia,dnww4njt
266,29504,540208,1,7:00pm-7:59pm,27,37.55813611,-80.94041389,2011,54,89,1,37.55813611,-80.94041389,7:27 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,Older Driver,54,54089,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,8,19,1,2,WEST VIRGINIA,Summers County,West Virginia,dnwmwjkb
267,29505,540056,2,1:00pm-1:59pm,10,39.2999,-80.174275,2011,54,91,1,39.2999,-80.174275,1:10 PM,Yes,No,No,Yes,No,No,Unknown,Head-On,Weekday,January,No,No,No,54,54091,1,2,1,2,2,1,2,2,2,2,2,2,3,3,1,1,13,2,2,WEST VIRGINIA,Taylor County,West Virginia,dnyzxd6f
268,29506,540075,1,4:00am-4:59am,50,39.04145278,-79.74546389,2011,54,93,1,39.04145278,-79.74546389,4:50 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,Young Driver,54,54093,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,4,4,1,2,WEST VIRGINIA,Tucker County,West Virginia,dnzq1770
269,29507,540148,1,8:00pm-8:59pm,55,39.14643611,-79.57414722,2011,54,93,1,39.14643611,-79.57414722,8:55 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,Young Driver,54,54093,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,6,20,1,2,WEST VIRGINIA,Tucker County,West Virginia,dnzqtnru
270,29508,540256,1,10:00pm-10:59pm,5,38.99068056,-79.46814167,2011,54,93,1,38.99068056,-79.46814167,10:05 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54093,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,9,22,1,2,WEST VIRGINIA,Tucker County,West Virginia,dnzmzdj1
271,29509,540172,1,3:00pm-3:59pm,52,38.94025278,-80.25765833,2011,54,97,1,38.94025278,-80.25765833,3:52 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,Young Driver,54,54097,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,7,15,1,2,WEST VIRGINIA,Upshur County,West Virginia,dnyvt8y5
272,29510,540307,1,11:00pm-11:59pm,5,38.98588611,-80.08173889,2011,54,97,1,38.98588611,-80.08173889,11:05 PM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,December,No,No,No,54,54097,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,12,23,1,2,WEST VIRGINIA,Upshur County,West Virginia,dnzjc9nm
273,29511,540319,1,10:00am-10:59am,32,38.97779444,-80.07638889,2011,54,97,1,38.97779444,-80.07638889,10:32 AM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,December,No,No,No,54,54097,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,12,10,1,2,WEST VIRGINIA,Upshur County,West Virginia,dnzj9zdn
274,29512,540025,1,4:00pm-4:59pm,0,38.24276389,-82.55650556,2011,54,99,1,38.24276389,-82.55650556,4:00 PM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,Young Driver,54,54099,1,1,2,1,1,1,2,2,2,2,1,2,3,1,1,2,16,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv393uh
275,29513,540052,1,2:00am-2:59am,45,38.36158056,-82.51204444,2011,54,99,1,38.36158056,-82.51204444,2:45 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,March,No,No,No,54,54099,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,3,2,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv64rs8
276,29514,540147,1,9:00pm-9:59pm,14,38.38945278,-82.57280278,2011,54,99,1,38.38945278,-82.57280278,9:14 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54099,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,6,21,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv63h86
277,29515,540149,2,3:00am-3:59am,58,37.90641944,-82.44672778,2011,54,99,1,37.90641944,-82.44672778,3:58 AM,No,No,No,Yes,No,No,Unknown,Head-On,Weekend,June,No,No,No,54,54099,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,6,3,2,2,WEST VIRGINIA,Wayne County,West Virginia,dntreush
278,29516,540195,1,Unknown Hours,Unknown Minutes,38.39556111,-82.53638889,2011,54,99,1,38.39556111,-82.53638889,Unknown,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,July,No,Pedestrian,No,54,54099,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,7,99,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv63vdy
279,29517,540205,1,9:00pm-9:59pm,27,38.41853333,-82.45031111,2011,54,99,1,38.41853333,-82.45031111,9:27 PM,No,No,No,No,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54099,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,8,21,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv6eccs
280,29518,540207,1,5:00pm-5:59pm,35,38.39119722,-82.57416667,2011,54,99,1,38.39119722,-82.57416667,5:35 PM,No,Yes,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54099,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,8,17,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv62uzk
281,29519,540217,1,3:00pm-3:59pm,6,38.07670833,-82.24322778,2011,54,99,1,38.07670833,-82.24322778,3:06 PM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54099,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,9,15,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv88e8k
282,29520,540229,1,5:00pm-5:59pm,8,38.20128889,-82.45965,2011,54,99,1,38.20128889,-82.45965,5:08 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54099,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,9,17,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv37d6d
283,29521,540244,2,8:00am-8:59am,45,38.23241111,-82.5984,2011,54,99,1,38.23241111,-82.5984,8:45 AM,Yes,No,No,No,Yes,No,Unknown,Angle,Weekday,October,No,No,Older Driver,54,54099,1,2,1,2,2,2,1,2,2,2,2,1,3,4,1,10,8,2,2,WEST VIRGINIA,Wayne County,West Virginia,dnv32rvx
284,29522,540246,1,9:00pm-9:59pm,40,37.89721944,-82.40583056,2011,54,99,1,37.89721944,-82.40583056,9:40 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,October,No,No,No,54,54099,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,10,21,1,2,WEST VIRGINIA,Wayne County,West Virginia,dntrsfcz
285,29523,540248,1,11:00am-11:59am,50,38.39716389,-82.50996667,2011,54,99,1,38.39716389,-82.50996667,11:50 AM,No,Yes,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54099,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,6,11,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv66myp
286,29524,540257,1,12:00pm-12:59pm,56,38.3984,-82.58183611,2011,54,99,1,38.3984,-82.58183611,12:56 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,Older Driver,54,54099,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,9,12,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv62y1w
287,29525,540267,1,12:00pm-12:59pm,30,37.99111111,-82.37737222,2011,54,99,1,37.99111111,-82.37737222,12:30 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54099,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,10,12,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv2jknd
288,29526,540270,2,1:00pm-1:59pm,20,38.34989722,-82.49667222,2011,54,99,1,38.34989722,-82.49667222,1:20 PM,No,No,No,No,No,No,Unknown,Head-On,Weekend,October,No,No,No,54,54099,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,10,13,2,2,WEST VIRGINIA,Wayne County,West Virginia,dnv64tru
289,29527,540306,1,4:00pm-4:59pm,0,38.10971944,-82.32861111,2011,54,99,1,38.10971944,-82.32861111,4:00 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,December,No,No,No,54,54099,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,12,16,1,2,WEST VIRGINIA,Wayne County,West Virginia,dnv2y9dj
290,29528,540102,1,2:00pm-2:59pm,42,38.40241944,-80.526825,2011,54,101,1,38.40241944,-80.526825,2:42 PM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,May,No,No,No,54,54101,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,5,14,1,2,WEST VIRGINIA,Webster County,West Virginia,dnydrwfn
291,29529,540235,2,7:00am-7:59am,59,39.61666944,-80.87861111,2011,54,103,1,39.61666944,-80.87861111,7:59 AM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,September,No,No,No,54,54103,1,2,2,2,2,1,2,2,2,2,2,2,3,3,1,9,7,2,2,WEST VIRGINIA,Wetzel County,West Virginia,dpn3recz
292,29530,540291,1,1:00am-1:59am,52,39.63473611,-80.81715556,2011,54,103,1,39.63473611,-80.81715556,1:52 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,No,54,54103,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,11,1,1,2,WEST VIRGINIA,Wetzel County,West Virginia,dpn92zq9
293,29531,540173,1,4:00pm-4:59pm,15,39.06491389,-81.37882222,2011,54,105,1,39.06491389,-81.37882222,4:15 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,No,54,54105,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,7,16,1,2,WEST VIRGINIA,Wirt County,West Virginia,dnynhptc
294,29532,540212,1,0:00am-0:59am,45,38.99778056,-81.34556111,2011,54,105,1,38.99778056,-81.34556111,12:45 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,August,No,No,No,54,54105,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,8,0,1,2,WEST VIRGINIA,Wirt County,West Virginia,dnyjugmf
295,29533,540067,2,12:00pm-12:59pm,4,39.33014722,-81.54662222,2011,54,107,1,39.33014722,-81.54662222,12:04 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,April,No,No,Older Driver,54,54107,1,2,2,2,2,1,2,2,2,2,2,1,3,3,1,4,12,2,2,WEST VIRGINIA,Wood County,West Virginia,dnyp8rgd
296,29534,540069,2,8:00pm-8:59pm,13,39.39680556,-81.43753056,2011,54,107,3,39.39680556,-81.43753056,8:13 PM,Yes,No,Yes,No,No,No,Unknown,Rear-End,Weekday,April,Yes,No,No,54,54107,1,2,1,2,1,2,2,2,2,2,2,2,3,2,1,4,20,2,1,WEST VIRGINIA,Wood County,West Virginia,dpn04gfz
297,29535,540073,1,6:00pm-6:59pm,19,39.26938333,-81.64666667,2011,54,107,1,39.26938333,-81.64666667,6:19 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,No,54,54107,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,4,18,1,2,WEST VIRGINIA,Wood County,West Virginia,dnvzqhf8
298,29536,540111,2,12:00pm-12:59pm,44,39.33595833,-81.41890556,2011,54,107,2,39.33595833,-81.41890556,12:44 PM,No,Yes,No,Yes,No,No,Unknown,Head-On,Weekend,May,No,No,No,54,54107,1,2,2,1,2,1,2,2,2,2,2,2,3,3,2,5,12,2,2,WEST VIRGINIA,Wood County,West Virginia,dnypg2bs
299,29537,540120,1,3:00pm-3:59pm,30,39.26920833,-81.56165278,2011,54,107,1,39.26920833,-81.56165278,3:30 PM,No,Yes,No,No,Yes,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54107,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,6,15,1,2,WEST VIRGINIA,Wood County,West Virginia,dnyp2h8x
300,29538,540126,1,7:00pm-7:59pm,37,39.35493333,-81.42852778,2011,54,107,1,39.35493333,-81.42852778,7:37 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54107,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,6,19,1,2,WEST VIRGINIA,Wood County,West Virginia,dnypgh3e
301,29539,540145,1,6:00am-6:59am,34,39.33038889,-81.44280833,2011,54,107,1,39.33038889,-81.44280833,6:34 AM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54107,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,6,6,1,2,WEST VIRGINIA,Wood County,West Virginia,dnypdxzh
302,29540,540157,1,9:00pm-9:59pm,59,39.29546667,-81.54728611,2011,54,107,1,39.29546667,-81.54728611,9:59 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,No,54,54107,1,1,2,1,2,1,2,2,2,2,2,2,3,1,1,7,21,1,2,WEST VIRGINIA,Wood County,West Virginia,dnyp83e0
303,29541,540182,3,9:00am-9:59am,58,39.37148889,-81.48153056,2011,54,107,1,39.37148889,-81.48153056,9:58 AM,No,No,No,Yes,No,No,Unknown,Angle,Weekday,July,No,No,No,54,54107,1,3,2,2,2,1,2,2,2,2,2,2,3,4,1,7,9,3,2,WEST VIRGINIA,Wood County,West Virginia,dnypcz6g
304,29542,540245,2,10:00pm-10:59pm,15,39.24587778,-81.47492222,2011,54,107,1,39.24587778,-81.47492222,10:15 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekend,October,No,No,Older Driver,54,54107,1,2,2,2,2,2,1,2,2,2,2,1,3,4,2,10,22,2,2,WEST VIRGINIA,Wood County,West Virginia,dnyp3brz
305,29543,540275,1,2:00pm-2:59pm,39,39.25305556,-81.34098611,2011,54,107,1,39.25305556,-81.34098611,2:39 PM,No,Yes,No,Yes,No,Yes,Yes,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54107,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,10,14,1,2,WEST VIRGINIA,Wood County,West Virginia,dnypm1c3
306,29544,540276,1,3:00pm-3:59pm,30,39.21581944,-81.42611667,2011,54,107,1,39.21581944,-81.42611667,3:30 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,Young Driver,54,54107,1,1,2,1,2,1,2,2,2,2,1,2,3,1,1,11,15,1,2,WEST VIRGINIA,Wood County,West Virginia,dnyp5552
307,29545,540298,1,11:00pm-11:59pm,13,39.29146944,-81.52680556,2011,54,107,1,39.29146944,-81.52680556,11:13 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,Pedestrian,No,54,54107,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,11,23,1,2,WEST VIRGINIA,Wood County,West Virginia,dnyp8bcc
308,29546,540303,2,7:00pm-7:59pm,2,39.18009167,-81.53400833,2011,54,107,1,39.18009167,-81.53400833,7:02 PM,No,No,No,No,No,No,Unknown,Angle,Weekend,December,Yes,No,Young Driver,54,54107,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,12,19,2,1,WEST VIRGINIA,Wood County,West Virginia,dnynbss8
309,29547,540323,1,3:00am-3:59am,43,39.34061944,-81.45688333,2011,54,107,1,39.34061944,-81.45688333,3:43 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,November,Yes,No,Young Driver,54,54107,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,11,3,1,1,WEST VIRGINIA,Wood County,West Virginia,dnypf3sz
